id	question	doc-id-list	answers
4692019058972613730	is penn foster an accredited online high school	791498956_487-1222	Penn Foster High School is a U.S. for - profit distance education private high school. The school is regionally and nationally accredited.
-6587625141076174280	does canada's prime minister hold a seat in the house of commons	865144865_30786-31924	Yes. The prime minister of Canada , by unwritten convention , holds a seat in the House of Commons of Canada.
7819044618616258440	is destiny 2 a continuation of destiny 1	806901308_713-1637	Destiny 2 is an online - only multiplayer first-person shooter video game, it is the sequel to 2014's Destiny.
3386769090154171789	do the rest of europe change their clocks	832574534_6743-7801	Belarus switched to summer time in Spring 2011 and did not switch back. Iceland observes UTC all year round despite being at longitudes ( 13 ° W - 24 ° W ) which would indicate UTC − 1 . Other European countries did set the clocks back one hour. Turkey decided not to observe daylight saving time anymore in September 2016.::No, Belarus switched to summer time in Spring 2011 and did not switch back. Iceland observes UTC all year round. Russia and other European countries did set the clocks back one hour. Turkey decided not to observe daylight saving time anymore in September 2016.
1139414708623343266	do all of the stranger things episodes come out at once	822291943_2816-3596	No. The episodes come in different seasons. The first season was released on Netflix on July 15, 2016. It has been said that the series will conclude with a fourth or fifth season.
-1901020684685068934	was lucy and ricky married in real life	808755104_1035-1855	Yes. In the 1930s and 1940s, while working as a contract player for RKO Radio Pictures , Lucy met Cuban bandleader Desi Arnaz, and the two eloped in November 1940 . In 1951, she and Arnaz created the sitcom I Love Lucy, one of the most beloved programs in television history . They divorced in May 1960.
2165716814667433528	is pokemon platinum different from diamond and pearl	836548793_798-1644	No.  Pokémon Platinum is an enhanced version of Pokémon Diamond and Pearl in the same vein as the other Pokémons. The developers made Platinum with the intent of making it a stronger version of Diamond and Pearl , which they described as the `` ultimate '' Pokémon titles.
-7748118531978188064	the iconic precious gemstone of colombia is the emerald	801921198_148-800	Yes. Colombia , located on the continent of South America, is the country that mines and produces the most emeralds for the global market . Colombia is estimated to account for 70 - 90 % of the world's emerald market.::Yes. Colombia mines and produces the most emeralds for the global market. Colombia is estimated to account for 70 - 90 % of the world's emerald market.
2106657336772087124	is a twin bed bigger than a full bed	845901354_4831-5212	No, a twin or single bed measures 38 in x 75 in (97 cm x 191 cm), while a full or double bed measures 54 in x 75 in (137 cm x 191 cm).
-8808225737413317703	is it illegal to kill a cardinal in north carolina	844931250_12469-13667	In the United States , Northern cardinal receives special legal protection under the Migratory Bird Treaty Act of 1918 , which also banned their sale as cage birds . It is illegal to take , kill , or possess northern cardinals , and violation of the law is punishable by a fine of up to US $15,000 and imprisonment of up to six months .::Yes.  In the United States , Northern cardinal receives special legal protection under the Migratory Bird Treaty Act of 1918 , which also banned their sale as cage birds . It is illegal to take , kill , or possess northern cardinals , and violation of the law is punishable by a fine of up to US $15,000 and imprisonment of up to six months .
-8349643667159682230	is there a season 4 of under the dome	843370831_2681-3021	"No, Under the Dome came to a conclusion after three seasons, 39 episodes were produced. Executive producer and showrunner Neal Baer stated: ""we made it so there could be another season, but it wasn't necessary""."
2816631087827864689	are tui and thomas cook the same company	850434704_1979-2789	At one time Preussag owned 50.1% in Thomas Cook, but was forced to sell their stake in the mid-2000. Then renamed itself TUI AG in 2002.::Thomas Cook merged with Carlson Leisure Group in 1999, forming a holding company that Preussag, Carlson Inc. and Westdeutsche Landesbank owned. However, Preussag had to sell its 50.1% stake in Thomas Cook after acquiring Thomson Travel in mid-2000. Preussag renamed itself TUI AG in 2002.
-5577575214387708768	did tia and tamera find their parents on sister sister	848699534_5022-5793	In the sixth-season episode ``Father's Day'', the twins meet their biological father, Matt Sullivan, and learn he is white and a famous photojournalist. When he searched for his twin daughters, he never found them because two different people had adopted them.::Yes, the twins meet their biological father , Matt Sullivan.
-5858048288240572256	does the privacy act of 1974 apply to corporations	799567398_1323-2622	The Privacy Act of 1974 establishes a Code of Fair Information Practice that governs the collection , maintenance , use , and dissemination of personally identifiable information about individuals that is maintained in systems of records by federal agencies .
-2601858805111812796	can you turn right on red in la	797543804_2143-3065	Yes, right turns on red are permitted in many regions of North America . All 50 states have allowed right turns on red since 1980.::Yes, all 50 states have allowed right turns on red since 1980.
4895471292250058721	does the lakers and clippers share a court	836488791_17486-18333	The Lakers and Clippers often play doubleheaders at Staples Center. Separate admission is required for each game, with each team playing a different opponent.::Yes.  The Lakers and Clippers often play doubleheaders at Staples Center. Separate admission is required for each game, with each team playing a different opponent.
-6124260153439802849	are there different types of xbox live memberships	826429162_28035-28948	Ordinary Xbox Live members can download and access the Twitch live streaming application, but in order to broadcast gameplay of one's own, a Gold subscription is necessary. Xbox Live Gold is a paid subscription service.
6380959406927464471	do you have to have a permit to open carry in georgia	801284260_6042-7003	Yes.::Yes, open carry is allowed with a permit
-3790701032540714861	is unc wilmington part of unc chapel hill	856404782_6838-10189	No, UNC - Chapel Hill (for athletics), UNCW Wilmington (North Carolina School of the Arts).
1549064887189983963	is the eureka tower the tallest building in australia	807817858_1036-1991	No. Eureka Tower is a 297.3-meter (975 ft skyscraper in the Southbank precinct of Melbourne, Victoria, Australia. It is the second tallest building in Australia, behind Q1, Queensland,::No, Eureka Tower  is the second tallest building in Australia.
-3370026460451900501	can you play on the european tour and the pga tour	866456170_10411-11974	Full members of the European Tour are also members of the PGA Tour, and move to it as their main or joint main tour after playing in Europe first.::Yes, members of the European Tour can play in the PGA Tour as their main or joint main tour.
1078770371465702849	pteridophytes can be referred to as vascular cryptogams comment	827770863_148-1111	Yes. A pteridophyte sensu lato is a vascular plant (with xylem and phloem) that reproduces via spores and, therefore, was a member of the former and now invalid taxon Pteridophyta . Because pteridophytes produce neither flowers nor seeds, they are also referred to as ``cryptogams''.
5612757014146250452	do you need a permit to open carry in virginia	836566021_379-4419	No, Open carry is generally allowed without a permit for people 18 years of age and older . You may open carry an assault weapon / shotgun with more than 7 rounds with a permit in the aforementioned locations , but do not need a permit to do so in any other locality in Virginia .
-7540886035698475981	is epinephrine part of the sympathetic nervous system	816153188_2270-3491	Yes, chromaffin cells of the adrenal medulla are analogous to post-ganglionic neurons ; the adrenal medulla develops in tandem with the sympathetic nervous system and acts as a modified sympathetic ganglion. The synthesis and release of epinephrine as opposed to norepinephrine is another distinguishing feature of chromaffin cells compared to postganglionic sympathetic neurons .
-562297718039386718	was pam actually pregnant in the office season 8	821562451_4793-5648	Pam's Replacement episode was written by consulting producer Allison Silverman , her first writing credit for the series after joining the writing staff in the eighth season . The episode also relates to Pam 's pregnancy . Jenna Fischer was actually pregnant and her pregnancy was written into the series with Pam and Jim having their second baby .::Yes.  Pam's Replacement episode was written by consulting producer Allison Silverman , her first writing credit for the series after joining the writing staff in the eighth season . The episode also relates to Pam 's pregnancy . Jenna Fischer was actually pregnant and her pregnancy was written into the series with Pam and Jim having their second baby .
6211269870574232575	has arkansas lost a game in the cws	848582850_4869-5885	Yes. The Razorbacks won 49 games, lost 15, and finished second in the Southwest Conference (SWC). Arkansas lost twice to the Titans, 13-10 and 2-1, to give the trophy to Cal State Fullerton.
5465251812091654934	the walking dead do they ever find sophia	800648763_12500-14126	Yes. In the mid-season finale ``Pretty Much Dead Already'', Glenn tells the group that he discovered that Hershel has been keeping a group of walkers in his barn. Shane opens the barn, and (along with the rest of the group) shoots all the walkers who stumble out . Just as things seem to be over, one more walker stumbles out of the barn - Sophia, who had been bitten in the woods. Knowing what must be done, Rick steps forward and shoots her, putting her out of her misery.
1256924568223902644	do you have to register a firearm in the state of nevada	865155986_355-2465	No firearm registration is necessary in Nevada.
1660013527849373484	is it legal to carry a gun in colorado	799120743_436-3376	Yes to open carry in Colorado. Local ordinances are preempted by state law , but Denver bans assault weapons and open carry .
266111359865202232	is a t cell a white blood cell	832704433_1026-1804	Yes, they are. The two broadest categories classify white cells by structure ( granulocytes or agranulocytes ) or cell division lineage ( myeloid or lymphoid cells ). These can be divided into five primary types: neutrophils, eosinophils (acidophilus), basophils, lymphocytes, and monocytes. The T cells are classified as a subtype of white cells.::Yes, T cells are classified as a subtype of white cells.
-3192028081060138886	a standard voltage for homes in the united states is 110 v	842679745_14365-15669	No. In the United States and also in Canada , national standards specify that the nominal voltage at the source should be 120 V and allow a range of 114 V to 126 V ( RMS ). Historically 110 V , 115 V and 117 V have been used at different times and places in North America .
-5557685201828005900	where does the las vegas golden knights play	847962691_313-1283	T - Mobile Arena Tenants: Vegas Golden Knights (NHL).
4493452951124808116	does mickey mouse have a star on the hollywood walk of fame	822400292_802-3541	For his role in animated films, Mickey Mouse is a fictional character with a star on the Hollywood Walk of Fame.::Yes, Mickey Mouse Walt Disney has star on the Hollywood Walk of Fame.
-6425000939413873601	are any shows still filmed in front of a live studio audience	802673403_345-1107	A studio audience is an audience present for the filming of all or part of a television program , or to a smaller extent , radio programs . On some game shows , contestants are taken from the studio audience , such as with The Price Is Right .::A studio audience is present for the filming of all or part of a television program to provide applause and / or laughter to the program's soundtrack (as opposed to canned laughter). On some game shows, contestants are taken from the studio audience.
-8122510798945020185	can you buy alcohol in wisconsin on sunday	804366223_2903-3390	State law requires that bars be closed  between 2 : 30 a.m. and 6 : 00 a.m. on Saturday and Sunday.
8373555261004214536	do inmates on death row get a last meal	842671902_789-1358	In the United States , most states give the meal a day or two before execution and use the euphemism `` special meal '' .In Florida , the food for the last meal must be purchased locally and the cost is limited to $40 . In Oklahoma , cost is limited to $15 . In Louisiana , the prison warden traditionally joins the condemned prisoner for the last meal .::In the United States, most states give the meal a day or two before execution and use the euphemism ``special meal''. In Florida, the food for the last meal must be purchased locally and the cost is limited to $40. In Oklahoma, cost is limited to $15. In Louisiana, the prison warden traditionally joins the condemned prisoner for the last meal.
590497338416798716	is a 2000 nissan maxima rear wheel drive	841414868_19776-20598	Fifth generation ( A33 ) Overview Also called Nissan Cefiro ( A33 ) Nissan Maxima QX ( Europe ) has front - wheel - drive.
-2710814848825250693	can a 19 year old buy alcohol in canada	821771820_3201-8290	Yes, a 19-year-old can buy alcohol in Canada.::Yes, since it is illegal to sell or to supply alcohol to anyone under the age of 19 in most parts of Canada.
-5940504777017434286	is dot product the same as cross product	841269428_222-1097	In mathematics and vector algebra, the cross product or vector product is a binary operation on two vectors in three dimensional space. It should not be confused with dot product.::No, cross or vector product should not be confused with dot or projection product.
7306603904739697807	do you have to register a gun in montana	846361910_210-1784	No, you do not need to register a firearm in Montana.
-5110788854487138343	does the united states have an embassy in iran	852168105_88-689	Yes, Embassy of the United States is located at Tehran , Iran.::Embassy of the United States, Location Tehran, closed in 1979.
593269577278232093	has anyone ever won mvp and defensive player of the year	827520895_2023-3206	Yes. Jordan , Olajuwon , David Robinson , and Kevin Garnett are the Defensive Player of the Year winners to have won the NBA Most Valuable Player Award ( MVP ) during their careers ; Jordan and Olajuwon won both awards in the same season .::Yes. Jordan, Olajuwon, David Robinson and Kevin Garnett are the Defensive Player of the Year winners to have won the NBA Most Valuable Player Award (MVP) during their careers; Jordan and Olajuwon won both awards in the same season.
4778734924204392978	was hong kong part of the british empire	850161491_2060-3148	Yes. Hong Kong  was part of the British empire and it was called British Hong Kong .It was under British colonial rule , from 1841 to 1997 ( excluding the Japanese occupation from 1941 to 1945 ). In 1981, it was designated a British Dependent Territory. In 1997, British government agreed to transfer sovereignty of the entirety of Hong Kong to China upon the expiration of the lease.::Yes, British Hong Kong was the period during which Hong Kong was under British colonial rule , from 1841 to 1997.
7176897378767231951	is it illegal in illinois to record a conversation	819906561_92-928	Illinois made it a crime to use an `` eavesdropping device '' to overhear or record a phone call or conversation without the consent of all parties to the conversation . By law an `` eavesdropping device '' is defined as `` any device capable of being used to hear or record oral conversation or intercept , retain , or transcribe electronic communication whether such conversation or electronic communication is conducted in person , by telephone , or by any other means '' .
-4112828979054280681	will there be a adventures of tintin 2	820325792_1835-2741	Yes. Spielberg acquired the rights to produce a film based on The Adventures of Tintin series after Hergé's death in 1983. Filming was delayed to 2011 due to production issues, and the world premiere took place in Brussels on 22 October 2011. Spielberg and Jackson plan to co-direct a third film.::Yes, Producer Peter Jackson intends to direct a sequel of The Adventures of Tintin.
5016713319883742188	do you have to be christian to go to trinity western university	830153647_21811-22550	No, approximately 80 % of undergraduates enrolled self-identify as Christian, but there is no compulsory participation in any religious liturgies.::No, students and clubs of other religious denominations are welcomed and supported as there is no compulsory participation in any religious liturgies.
-8757916957805434042	is iphone 6 and 6 plus battery the same	863094249_30-4929	No, they are not.
-8774545557554478364	did kobe bryant started his first year in the nba	801422029_10650-12619	Yes, Bryant debuted in the Summer Pro League in Long Beach , California.
-4800726608572882679	is rogue one an official star wars movie	802334525_882-1594	Yes, Rogue One is a Star Wars Story. It is the first installment of the Star Wars Anthology series, set immediately before the events of the original Star Wars film.
-2590108320614430193	is the united states part of north america	825927083_9792-13374	Yes it is.
-2344667172145316717	are guns banned in the district of columbia	842517130_468-1997	Guns are not prohibited in the District of Columbia, with some exceptions, but permits, registration, and background checks are required.
6410961151025903426	is there more than one season of the white queen	808926577_2598-3442	The final episode of The White Queen was aired on 18 August 2013. Two days later, it was confirmed that The show would not return for a second series. In a statement to Broadcast, the BBC stated that the show had always been planned as a one-season series.::The final episode of The White Queen was aired on 18 August 2013. Two days later, it was confirmed that the show would not return for a second series.
1928868443265172456	do elena and damon date in vampire diaries	839405904_686-1556	After on-again / off-again relationship with both Damon and Stefan, Elena chooses to be with Damon in the series finale.::After an on-again / off-again relationship with Damon and Stefan, Elena chooses to be with Damon in the series finale.
5591703577354356416	can you drive through a red light in america	797543804_2143-3065	Right turns on red are permitted in many regions of North America . The few exceptions include New York City , where right turns on red are prohibited , unless a sign indicates otherwise .::Only right turns on red are permitted in many regions of North America . The few exceptions include New York City , where right turns on red are prohibited , unless a sign indicates otherwise .
-7372791785008475487	do you have to have a license to open carry in georgia	801284260_6042-7003	Concealed or open carry allowed with permit . Open carry of handguns allowed with a license issued under O.C.G.A § 16 - 11 - 129 .::Yes.  Concealed or open carry allowed with permit. Open carry of handguns allowed with a license issued under O.C.G.A § 16 - 11 - 129.
3991811025233499305	are there red light cameras for left turns	843333165_126-1253	A red light camera is a type of traffic enforcement camera that captures an image of a vehicle which has entered an intersection in spite of the traffic signal indicating red. These cameras are used worldwide, in countries including: Australia, New Zealand, Canada, the United Kingdom, Singapore and the United States.::Yes.  A red light camera is a type of traffic enforcement camera that captures an image of a vehicle which has entered an intersection in spite of the traffic signal indicating red. These cameras are used worldwide, in countries including: Australia, New Zealand, Canada, the United Kingdom, Singapore and the United States.
2533093386002638230	did michael jordan win a championship with the wizards	866229569_122-2494	Michael Jordan's career highlights and awards with the Washington Wizards: 6 × NBA champion (1991 - 1993, 1996 - 1998).
7878582049074375960	has there ever been an earthquake in illinois	804778648_261-1594	Yes, there are earthquakes in Illinois.
-2795650974172775315	is irish music and celtic music the same	801234574_2799-4360	Yes. These styles are known because of the importance of Irish and Scottish people in the English-speaking world, especially in the United States, where they profoundly impacted American music, particularly bluegrass and country music.
-158163690269900965	will there be a season 3 of witches of east end	826031936_10712-11730	On November 4, 2014, it was announced that Lifetime had canceled Witches of East End after declining ratings during the second season. After its cancellation, fans unsuccessfully launched an online petition campaign to save the show called ``Renew Witches of East End''.
-7901925951835890170	is the woolpack in emmerdale a real pub	847349513_330-1167	No. The Woolpack is a fictional public house on the popular ITV soap opera Emmerdale. It has played host to many of the soap 's storylines and is the focus of the programme .::No. The Woolpack is a fictional public house on the ITV soap opera Emmerdale.
-2619582423918548536	does finn die in the new star wars movie	826719510_10223-11464	No, he doesn't die in the new Star Wars movie.::No, Rose stops Finn from  sacrificing himself by ramming her speeder into his, pushing him out of the blast.
7266436585864706509	is a hot air balloon considered an aircraft	846398233_378-1497	Yes. A hot air balloon is a lighter - than - air aircraft. It consists of a bag, called an envelope , which contains heated air and as with all aircraft, hot air balloons can not fly beyond the atmosphere::Yes. A hot air balloon is a lighter-than-air aircraft. It consists of a bag called an envelope, which contains heated air, and as with all aircraft, hot air balloons can not fly beyond the atmosphere.
-3286418188522317199	is there an english dub of tokyo godfathers	801507985_4831-6792	Yes, with Darren Pleavin as Gin, Russel Wait as Hana and Candice Moore as Miyuki.::Yes, they are known as Gin, Hana and Miyuki.
7390878633856855388	can you open carry a shotgun in virginia	836566021_379-4419	Some cities and counties have exceptions that disallow the open carry of shotguns. You may open carry an assault weapon / shotgun with more than 7 rounds with a permit in the aforementioned locations, but do not need a permit to do so in any other locality in Virginia. This does not preempt an employer from prohibiting firearms ``at a place of employment if there is a company policy or signage prohibiting firearms on the premises.'' Furthermore, a ``county or city may by ordinance make it unlawful for any person to transport, possess or carry a loaded shotgun or loaded rifle in any vehicle on any public street, road, or highway within such locality.''
5184256083401803371	home and away does roo keep the baby	794617818_9373-10521	Roo gives birth to a baby girl, who she names Martha. The couple realizes that they can not raise Martha, so they give her up for adoption.::No, Roo gives her up for adoption.
-8276125247410934436	fletcher henderson began his musical career with black swan records	819403043_3211-4010	No. Fletcher Henderson began his musical career when his roommate was too sick to perform  in a river boat orchestra and Henderson took his place , which soon gave him a job as a full - time replacement.In the fall of 1920  he started to work as a song demonstrator with The Pace and Handy Music Co. When Pace left the company to start Black Swan Records , he took Henderson with him to be musical director , a job which lasted from 1921 - 1923 .::No. Fletcher Henderson began his musical career when his roommate was too sick to perform in a riverboat orchestra, and Henderson took his place, which soon gave him a job as a full-time replacement. In the fall of 1920, he started to work as a song demonstrator with The Pace and Handy Music Co. When Pace left the company to start Black Swan Records, he took Henderson to be musical director.
6014057846603375605	is the republic of ireland part of the united kingdom	857125726_2090-3289	Ireland, also known as the Republic of Ireland, is a sovereign state. The state shares its only land border with Northern Ireland, a part of the United Kingdom.
7951723992776716790	can you be a sniper in the marine reserves	811609665_7391-9030	Yes. You must be at least a Lance Corporal (E-3 - E-9).  (No Officers) Infantry MOS or MOS 0203 (Ground Intelligence Officer), among other requirements.::Yes. You must be at least a Lance Corporal (E-3 - E-9). (No Officers) Infantry MOS or MOS 0203 (Ground Intelligence Officer).
5660562078178543474	is there a highway in the united states with no speed limit	846008577_4970-14002	No. There is a speed limit in all states.
-4167350828375825713	in the movie 47 meters down does kate die	810245031_6480-7581	Yes, Kate and Lisa cling to a life ring. One of the sharks bites Lisa's leg and pulls her back down to the water, and she is killed.::Yes, Kate died after getting bitten and pulled back down to the water by a shark while she and Lisa were clinging to a life ring.
-5235552075849737338	does dennis from hotel transylvania become a vampire	865707516_5158-6022	When Bela injures Winnie and threatens to destroy the hotel , Dennis ' anger causes him to instantly grow his fangs, manifesting his vampire abilities. With Dennis having vampire abilities , Mavis and Johnny continue to raise him in Transylvania , and they resume the party with his friends .::When Bela injures Winnie and threatens to destroy the hotel, Dennis ' anger causes him to instantly grow his fangs, manifesting his vampire abilities. With Dennis having vampire abilities, Mavis and Johnny continue to raise him in Transylvania.
-5131967273538529401	has there ever been a switch pitcher in major league baseball	783962649_1421-2469	Yes. Pat Venditte regularly pitches with both arms. While with the Staten Island Yankees,  he opposed switch hitter Ralph Henriquez; Venditte switched his modified glove to his left arm. Henriquez then hit to batting left-handed, and a series of changes continued for several minutes. This prompted the PBUC (Professional Baseball Umpires Corporation) to issue a new switch pitching rule switch - pitchers must indicate to the umpire, batter, and any runners the hand with which they will use to pitch. The pitcher must continue using this hand for the at-bat, with some exceptions for injury and the use of pinch hitters.::Yes, Pat Venditte regularly pitches with both arms. While with the Staten Island Yankees , the Yankees ' Single - A affiliate , when he opposed switch hitter Ralph Henriquez , Venditte switched his modified glove to his left arm. Henriquez then switched to batting left - handed , and a series of changes continued for several minutes .
1235260317346656158	does drew bledsoe have any super bowl rings	825833351_68-991	Drew Bledsoe is a Super Bowl champion ( XXXVI ).
-5384700284407400855	is distilled vinegar the same as white vinegar for cooking	828005922_6026-7163	Yes. The term ``distilled vinegar'' in the United States (``spirit vinegar'' in the UK, ``white vinegar'' in Canada) is known as distilled spirit, ``virgin '' vinegar, or white vinegar. It is used in cooking, baking, meat preservation, and pickling, as well as for medicinal, laboratory, and cleaning purposes.::Yes, the term `` distilled vinegar '' is known as white vinegar.
-9200537374129440848	is it safe to sleep with kerosene heater	820707949_5354-6573	It is very dangerous to sleep with kerosene heater if safety precautions are not taken and could result in asphyxiation or carbon monoxide poisoning. In fact, the use of a kerosene heater in an improperly ventilated home poses a extreme risk to life. Since the monoxide can not escape , any person in the room will fatally succumb to the poisonous gas .Human senses only detect an excess of carbon dioxide , and death occurs before any occupants of the room sense there is something amiss .Kerosene heaters should not be left unattended , especially when sleeping .Most manufacturers recommend that a window or door be left cracked open..::It is very dangerous to sleep with a kerosene heater if safety precautions are not taken and could result in asphyxiation or carbon monoxide poisoning. Using a kerosene heater in an improperly ventilated home poses an extreme risk to life. Since the monoxide can not escape, any person in the room will fatally succumb to the poisonous gas.  Kerosene heaters should not be left unattended, especially when sleeping. Most manufacturers recommend that a window or door be left cracked open.
-7607086635775130863	is queen bed bigger than king in usa	845901354_4831-5212	No, King is 76 in × 80 in ( 193 cm × 203 cm ), California king is 72 in × 84 in ( 183 cm × 213 cm ), and Queen is 60 in × 80 in ( 152 cm × 203 cm ).
-8433869141608119324	was dwight the father of angela's baby	832239827_8272-10707	Angela then tells Dwight that she lied before and Dwight is Philip 's father .
2257022495121254449	do you need a license to open carry in wisconsin	837817727_694-2526	Campus carry is allowed , but buildings may be exempted if signs forbidding firearms are posted . Open carry of loaded handguns and long guns and knives is permitted without a license .
2393328143172327401	can you play old xbox games on xbox 360	806896567_1031-1685	There is a list of Xbox games that are compatible with the Xbox 360. As of April 2010, original Xbox games no longer can be played online via the Xbox Live service, but online multiplayer still is possible through third-party LAN Tunneling programs.::There is a list of Xbox games compatible with the Xbox 360. As of April 2010, original Xbox games can no longer be played online via the Xbox Live service, but online multiplayer is still possible through third-party LAN Tunneling programs.
-4740377204081666048	was the necklace from the titanic ever found	855255591_3679-4842	Yes, Rose had it. When the sinking of the Titanic is a fact, Rose's fiancé, Cal, returns to the suite and empties the safe, placing the precious gem in his overcoat. Later, Cal puts this same coat on Rose as she enters a lifeboat. On her arrival in New York, she discovers the necklace in the overcoat. At the film's end, Rose walks alone to the stern of the salvage ship, opens her hands, and drops the necklace from her hand into the water, presumably above the Titanic wreck site.::It becomes quite clear that the unsinkable Titanic will indeed sink. With this in mind Rose's fiancé, Cal, returns to the suite and empties the safe placing the precious gem in his overcoat. Later on Cal puts this same coat on Rose as she enters a lifeboat, forgetting about the diamond in its pocket. At the end of the film, Rose walks alone to the stern of the salvage ship and opens her hands revealing the necklace. Returning to the present, Rose, with a smile, drops the necklace from her hand into the water presumably above the Titanic wreck site.
-7419615385271135494	are there any kennedy's in politics today	855916060_12094-14313	Yes. There are couple members of the Kennedy family in politics today like Joseph P. Kennedy III : Member of the United States House of Representatives from Massachusetts , 2013 -- present and Edward M. Kennedy Jr. : Member of the Connecticut Senate , 2015 -- present .::Yes, Joseph P. Kennedy III is a Member of the United States House of Representatives from Massachusetts and Edward M. Kennedy Jr. is a Member of the Connecticut Senate.
-890208563592431882	was there a draft in world war 1	807623572_1124-1822	The Selective Service Act or Selective Draft Act was drafted after the United States entered World War I by declaring war on Germany .
-2079632026871707103	will there be a season 3 of odd squad	843029689_1927-2790	Odd Squad is a Canadian / American children's live action educational television series. Season 3 of the series has been announced.::Yes, season 3 of the series has been announced.
-939082460885791375	is crater lake the deepest lake in the us	853754083_1146-1889	Crater Lake with a depth of 1,949 feet ( 594 m ), is the deepest lake in the United States.::Yes, Crater Lake is the deepest in the United States.
2345900267528565973	did they film sons of anarchy in ireland	848622839_5651-6267	No. Although Sons of Anarchy is set in Northern California 's Central Valley Sons of Anarchy is filmed primarily at Occidental Studios Stage 5A in North Hollywood .Even Interior and exterior scenes set in Northern Ireland during season 3 were also filmed at Occidental Studios and surrounding areas . However, a second unit shot footage in Northern Ireland used in the third season .
4570336723049550086	does creon want to be king of thebes	807216097_1049-2165	Creon offered the throne of Thebes as well as the hand of his sister Jocasta, to anyone who could free the city from the Sphinx. Oedipus answered the Sphinx's riddle and married Jocasta, unaware that she was his mother. When the truth is revealed about Jocasta, and Oedipus requests to be exiled, it is Creon who grants his wish and takes the throne in his stead.::Creon offered the throne and Jocasta's hand to whoever could defeat the Sphinx. Oedipus married Jocasta, unaware she was his mother. When Oedipus asked Tiresias what was wrong with the city, Tiresias revealed that Oedipus was the problem. Oedipus accused Creon of plotting against him, but Creon denied it. After the truth was revealed, Oedipus asked to be exiled, and Creon took over as king.
-8296135311678816131	is there a new episode of bunk'd	846611429_36445-38755	No, last original airdate July 27, 2018.
6045503280652533811	is there a train station on hayling island	808040990_10336-11283	A railway to the Hayling island was active in the 19th and 20th centuries . Hayling Billy Line from Havant Station on the mainland to a station which was located at the northern end of Staunton Avenue , passing through Langstone where there was a Halt . The only remaining railway building , a goods shed , has now been converted into a theatre which is run by HIADS .::A railway to the island was active in the 19th and 20th centuries. Hayling Billy Line went from Havant Station on the mainland to a station at the northern end of Staunton Avenue, passing through Langstone, where there was a Halt.
-2820009473600087600	is victoria day a stat holiday in quebec	832065956_4412-8549	Monday on or before May 24 Victoria Day is Statutory holiday in Quebec.
-8162281190189345402	can you carry a concealed weapon in dc	842517130_3813-5531	A restrictive May - Issue concealed carry licensing law was enacted in September 2014. Under the new ordinance, an applicant must show ``good reason'' to qualify for a concealed carry permit . This effectively required the District to grant licenses on a Shall-issue basis to qualified applicants who have passed a criminal background check and completed the required firearms safety training.::A restrictive May - Issue concealed carry licensing law was enacted in September 2014. Under the new law, an applicant must show ``good reason'' to qualify for a concealed carry permit . This effectively required the District to grant licenses on a Shall-issue basis to qualified applicants who have passed a criminal background check and completed the required firearms safety training.
-6945752680078247176	has anyone ever hit a homerun in the congressional baseball game	800440728_8617-9296	Yes, Rep. Joseph F. O'Connell of Massachusetts hit the first home run in 1909; Republican Rep. Ron Paul of Texas hit what was believed to be ( at that time ) the first home run hit over the fence in 1979; and Rep. John Shimkus of Illinois hit an out - of - the - park home run in 1997.
-8971084966739055955	have the mets and yankees ever played in a world series	825185580_128-2272	Yes, they have played in a world series.::Yes, 2000 World Series: Yankees defeat Mets, 4 - 1.
3609005415525817604	can i use a red rca cable for video	823398156_4077-5134	They are often color coded, yellow for composite video, red for the right audio channel, and white or black for the left channel of stereo audio. Although nearly all connectors, including analog and S / PDIF audio as well as composite and component video, can use identical 75 Ω cables, sales of special purpose cables for each use have proliferated. Varying cable quality means that a cheap line level audio cable might not successfully transfer component video.::No, yellow RCA connector is for composite video , red RCA connector is for the right audio channel.
-7897908574298394723	can a game end in a tie in the nfl	822391547_88-1263	Yes. A game can end in a tie in the National Football League ( NFL ) , and occurs when a regular season game ends with both teams having an equal score. In fact, the NFL is the only one of the four major professional sports leagues in North America to have tied games in regular - season play.::Yes, ties have counted as a half - win and half - loss in league standings since 1972 ; before that , ties were not counted in the standings at all .
8575405942255453878	does it snow a lot in salt lake city	838005488_694-2057	Yes. Salt Lake City has snowy winter.  During the winter, snow falls frequently , contributed largely by the lake - effect from the Great Salt Lake .
-425874354736770538	is the sweat gland part of the endocrine system	797657139_692-2269	No, the endocrine system is in contrast to the exocrine system, and it includes swear glands.::No, the endocrine system contrasts the exocrine system, including sweat glands.
1012090643242026112	have england ever won a world cup penalty shoot out	854762987_1489-7507	England 3 -- 1 2 -- 3 5 -- 4 Ricardo Simão Viana. England 1 -- 1 Colombia 4 -- 3 1 -- 2 5 -- 5 Pickford Kane Rashford Henderson Trippier Dier Falcao Ju .
-7652175180334756724	can a bar owner carry a gun in texas	865009765_6278-7151	There is no legal statute specifically prohibiting the carry of a firearm other than a handgun ( pre-1899 black powder weapons , and replicas of such , are not legally firearms in Texas ) . The 2015 Texas Legislature passed a bill to allow concealed handgun permit holders to begin carrying handguns openly .
5513116112342369478	do second place winners on survivor get money	854616325_36996-37798	Yes. In most seasons , the runner - up receives $100,000. All players also receive an additional $10,000 for their appearance on the reunion show .
